rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
smiles,Count the number of carbon atoms in CCCCCCCCCCOc1ccc(C(=NO)c2cccc(C(=O)O)c2)cc1CCC(=O)O.,27,Count the number of rings in CCCCCCCCCCOc1ccc(C(=NO)c2cccc(C(=O)O)c2)cc1CCC(=O)O.,2,Does the molecule CCCCCCCCCCOc1ccc(C(=NO)c2cccc(C(=O)O)c2)cc1CCC(=O)O contain a alcohol functional group?,1,Does the molecule CCCCCCCCCCOc1ccc(C(=NO)c2cccc(C(=O)O)c2)cc1CCC(=O)O contain any double bonds?,1
smiles,Count the number of carbon atoms in Brc1ccc(C=NNc2nc3ccccc3[nH]2)cc1.,14,Count the number of rings in Brc1ccc(C=NNc2nc3ccccc3[nH]2)cc1.,3,Does the molecule Brc1ccc(C=NNc2nc3ccccc3[nH]2)cc1 contain a alcohol functional group?,0,Does the molecule Brc1ccc(C=NNc2nc3ccccc3[nH]2)cc1 contain any triple bonds?,0
smiles,Count the number of carbon atoms in CC12CC3C4C1C2(C)N34.,8,Count the number of rings in CC12CC3C4C1C2(C)N34.,4,Does the molecule CC12CC3C4C1C2(C)N34 contain a amine functional group?,1,Does the molecule CC12CC3C4C1C2(C)N34 contain any double bonds?,0
smiles,Count the number of carbon atoms in Cc1ccc(CCC(=O)c2cc(Cl)ccc2Cl)cc1C.,17,Count the number of rings in Cc1ccc(CCC(=O)c2cc(Cl)ccc2Cl)cc1C.,2,Does the molecule Cc1ccc(CCC(=O)c2cc(Cl)ccc2Cl)cc1C contain a amide functional group?,0,Does the molecule Cc1ccc(CCC(=O)c2cc(Cl)ccc2Cl)cc1C contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in OC1CC2CCC12.,6,Count the number of rings in OC1CC2CCC12.,2,Does the molecule OC1CC2CCC12 contain a alcohol functional group?,1,Does the molecule OC1CC2CCC12 contain any double bonds?,0
smiles,Count the number of carbon atoms in C1=CC2(N3CC3)CC2C1.,8,Count the number of rings in C1=CC2(N3CC3)CC2C1.,3,Does the molecule C1=CC2(N3CC3)CC2C1 contain a nitro functional group?,0,Does the molecule C1=CC2(N3CC3)CC2C1 contain any double bonds?,1
smiles,Count the number of carbon atoms in CCC1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N2CCN(S(=O)(=O)CC)CC2)cc1.,19,Count the number of rings in CCC1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N2CCN(S(=O)(=O)CC)CC2)cc1.,3,Does the molecule CCC1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N2CCN(S(=O)(=O)CC)CC2)cc1 contain a amine functional group?,1,Does the molecule CCC1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N2CCN(S(=O)(=O)CC)CC2)cc1 contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in CC(C)C(=O)N1CCC(C(=O)Nc2ccc(Br)cc2Br)CC1.,16,Count the number of rings in CC(C)C(=O)N1CCC(C(=O)Nc2ccc(Br)cc2Br)CC1.,2,Does the molecule CC(C)C(=O)N1CCC(C(=O)Nc2ccc(Br)cc2Br)CC1 contain a nitro functional group?,0,Does the molecule CC(C)C(=O)N1CCC(C(=O)Nc2ccc(Br)cc2Br)CC1 contain any triple bonds?,0
smiles,Count the number of carbon atoms in Cc1cc(Nc2nn(C(C)C)c(=O)c3cc(N4CCOCC4)ccc23)[nH]n1.,19,Count the number of rings in Cc1cc(Nc2nn(C(C)C)c(=O)c3cc(N4CCOCC4)ccc23)[nH]n1.,4,Does the molecule Cc1cc(Nc2nn(C(C)C)c(=O)c3cc(N4CCOCC4)ccc23)[nH]n1 contain a amine functional group?,1,Does the molecule Cc1cc(Nc2nn(C(C)C)c(=O)c3cc(N4CCOCC4)ccc23)[nH]n1 contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in c1ccc(COc2ccc(-c3cc(C4CCNCC4)[nH]n3)cc2)cc1.,21,Count the number of rings in c1ccc(COc2ccc(-c3cc(C4CCNCC4)[nH]n3)cc2)cc1.,4,Does the molecule c1ccc(COc2ccc(-c3cc(C4CCNCC4)[nH]n3)cc2)cc1 contain a ester functional group?,0,Does the molecule c1ccc(COc2ccc(-c3cc(C4CCNCC4)[nH]n3)cc2)cc1 contain any double bonds?,0
smiles,Count the number of carbon atoms in COc1cc(C(=O)c2c(C)c(CCC#N)n3ccccc23)cc(OC)c1OC.,22,Count the number of rings in COc1cc(C(=O)c2c(C)c(CCC#N)n3ccccc23)cc(OC)c1OC.,3,Does the molecule COc1cc(C(=O)c2c(C)c(CCC#N)n3ccccc23)cc(OC)c1OC contain a ketone functional group?,1,Does the molecule COc1cc(C(=O)c2c(C)c(CCC#N)n3ccccc23)cc(OC)c1OC contain any triple bonds?,1
smiles,Count the number of carbon atoms in C=CCOc1ccccc1C(Nc1cccc(F)c1)C1CCCCC1=O.,22,Count the number of rings in C=CCOc1ccccc1C(Nc1cccc(F)c1)C1CCCCC1=O.,3,Does the molecule C=CCOc1ccccc1C(Nc1cccc(F)c1)C1CCCCC1=O contain a amide functional group?,0,Does the molecule C=CCOc1ccccc1C(Nc1cccc(F)c1)C1CCCCC1=O contain any triple bonds?,0
smiles,Count the number of carbon atoms in O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1ccc(F)cc1.,22,Count the number of rings in O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1ccc(F)cc1.,4,Does the molecule O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1ccc(F)cc1 contain a ketone functional group?,1,Does the molecule O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1ccc(F)cc1 contain any double bonds?,1
smiles,Count the number of carbon atoms in C=C1CC(COC(C)=O)OC1=O.,8,Count the number of rings in C=C1CC(COC(C)=O)OC1=O.,1,Does the molecule C=C1CC(COC(C)=O)OC1=O contain a alcohol functional group?,0,Does the molecule C=C1CC(COC(C)=O)OC1=O contain any aromatic bonds?,0
smiles,Count the number of carbon atoms in N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1C(=O)NCc1ccccc1.,20,Count the number of rings in N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1C(=O)NCc1ccccc1.,3,Does the molecule N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1C(=O)NCc1ccccc1 contain a ester functional group?,1,Does the molecule N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1C(=O)NCc1ccccc1 contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in OC(c1cccc(Cl)c1)c1cncc(Br)c1.,12,Count the number of rings in OC(c1cccc(Cl)c1)c1cncc(Br)c1.,2,Does the molecule OC(c1cccc(Cl)c1)c1cncc(Br)c1 contain a ketone functional group?,0,Does the molecule OC(c1cccc(Cl)c1)c1cncc(Br)c1 contain any double bonds?,0
smiles,Count the number of carbon atoms in CC(C)(C)c1cccc(CNS(=O)(=O)c2ccc3nc(NC[C@@H]4[C@@H](c5ccccc5)C4(F)F)ccc3c2)n1.,29,Count the number of rings in CC(C)(C)c1cccc(CNS(=O)(=O)c2ccc3nc(NC[C@@H]4[C@@H](c5ccccc5)C4(F)F)ccc3c2)n1.,5,Does the molecule CC(C)(C)c1cccc(CNS(=O)(=O)c2ccc3nc(NC[C@@H]4[C@@H](c5ccccc5)C4(F)F)ccc3c2)n1 contain a amine functional group?,1,Does the molecule CC(C)(C)c1cccc(CNS(=O)(=O)c2ccc3nc(NC[C@@H]4[C@@H](c5ccccc5)C4(F)F)ccc3c2)n1 contain any double bonds?,1
smiles,Count the number of carbon atoms in CCCC[C@H]1C(=O)N(C)[C@@H](CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N2CCCC2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CCCCN)C(=O)N2C[C@H](O)C[C@@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2cn(CC(=O)O)c3ccccc23)C(=O)N1C.,97,Count the number of rings in CCCC[C@H]1C(=O)N(C)[C@@H](CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N2CCCC2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CCCCN)C(=O)N2C[C@H](O)C[C@@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2cn(CC(=O)O)c3ccccc23)C(=O)N1C.,9,Does the molecule CCCC[C@H]1C(=O)N(C)[C@@H](CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N2CCCC2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CCCCN)C(=O)N2C[C@H](O)C[C@@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2cn(CC(=O)O)c3ccccc23)C(=O)N1C contain a halide functional group?,0,Does the molecule CCCC[C@H]1C(=O)N(C)[C@@H](CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N2CCCC2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CCCCN)C(=O)N2C[C@H](O)C[C@@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2cn(CC(=O)O)c3ccccc23)C(=O)N1C contain any triple bonds?,0
smiles,Count the number of carbon atoms in Cc1oc2nc1C(=O)N[C@H](C)c1nc(cs1)C(=O)N[C@H](Cc1ccccc1)CN(C(=O)c1cc(-n3cccn3)ccc1Cl)CC(=O)N[C@H]2C(C)C.,36,Count the number of rings in Cc1oc2nc1C(=O)N[C@H](C)c1nc(cs1)C(=O)N[C@H](Cc1ccccc1)CN(C(=O)c1cc(-n3cccn3)ccc1Cl)CC(=O)N[C@H]2C(C)C.,6,Does the molecule Cc1oc2nc1C(=O)N[C@H](C)c1nc(cs1)C(=O)N[C@H](Cc1ccccc1)CN(C(=O)c1cc(-n3cccn3)ccc1Cl)CC(=O)N[C@H]2C(C)C contain a amine functional group?,1,Does the molecule Cc1oc2nc1C(=O)N[C@H](C)c1nc(cs1)C(=O)N[C@H](Cc1ccccc1)CN(C(=O)c1cc(-n3cccn3)ccc1Cl)CC(=O)N[C@H]2C(C)C contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in CCn1c(SCC(=O)Nc2ccccc2OC)nnc1[C@@H](C)NC(=O)c1ccc(Cl)c(Cl)c1.,22,Count the number of rings in CCn1c(SCC(=O)Nc2ccccc2OC)nnc1[C@@H](C)NC(=O)c1ccc(Cl)c(Cl)c1.,3,Does the molecule CCn1c(SCC(=O)Nc2ccccc2OC)nnc1[C@@H](C)NC(=O)c1ccc(Cl)c(Cl)c1 contain a alcohol functional group?,0,Does the molecule CCn1c(SCC(=O)Nc2ccccc2OC)nnc1[C@@H](C)NC(=O)c1ccc(Cl)c(Cl)c1 contain any triple bonds?,0
smiles,Count the number of carbon atoms in Cn1nccc1[C@@H](O)c1cc2n(n1)CCN(C(=O)C1(c3ccccc3)CC1)C2.,21,Count the number of rings in Cn1nccc1[C@@H](O)c1cc2n(n1)CCN(C(=O)C1(c3ccccc3)CC1)C2.,5,Does the molecule Cn1nccc1[C@@H](O)c1cc2n(n1)CCN(C(=O)C1(c3ccccc3)CC1)C2 contain a amine functional group?,1,Does the molecule Cn1nccc1[C@@H](O)c1cc2n(n1)CCN(C(=O)C1(c3ccccc3)CC1)C2 contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in CCCC[C@@H](CC)C(=O)N1CCN(c2nc(-c3cccc(C)c3)nc(C)c2Cc2ccccc2)CC1.,31,Count the number of rings in CCCC[C@@H](CC)C(=O)N1CCN(c2nc(-c3cccc(C)c3)nc(C)c2Cc2ccccc2)CC1.,4,Does the molecule CCCC[C@@H](CC)C(=O)N1CCN(c2nc(-c3cccc(C)c3)nc(C)c2Cc2ccccc2)CC1 contain a carboxylic_acid functional group?,0,Does the molecule CCCC[C@@H](CC)C(=O)N1CCN(c2nc(-c3cccc(C)c3)nc(C)c2Cc2ccccc2)CC1 contain any triple bonds?,0
smiles,Count the number of carbon atoms in CC(=O)CC1OCC1C.,7,Count the number of rings in CC(=O)CC1OCC1C.,1,Does the molecule CC(=O)CC1OCC1C contain a ketone functional group?,1,Does the molecule CC(=O)CC1OCC1C contain any double bonds?,1
smiles,Count the number of carbon atoms in CC1CNc2[nH]ccc21.,7,Count the number of rings in CC1CNc2[nH]ccc21.,2,Does the molecule CC1CNc2[nH]ccc21 contain a amide functional group?,0,Does the molecule CC1CNc2[nH]ccc21 contain any double bonds?,0
smiles,Count the number of carbon atoms in C#CC(C)OC(C)C#N.,7,Count the number of rings in C#CC(C)OC(C)C#N.,0,Does the molecule C#CC(C)OC(C)C#N contain a ester functional group?,0,Does the molecule C#CC(C)OC(C)C#N contain any triple bonds?,1
smiles,Count the number of carbon atoms in ClC(Cl)Cl.O[C@@]1(c2ccccc2)C(c2ccccc2)=C2C(=C(c3ccccc3)[C@@](O)(c3ccccc3)c3ccccc32)c2ccccc21.,43,Count the number of rings in ClC(Cl)Cl.O[C@@]1(c2ccccc2)C(c2ccccc2)=C2C(=C(c3ccccc3)[C@@](O)(c3ccccc3)c3ccccc32)c2ccccc21.,8,Does the molecule ClC(Cl)Cl.O[C@@]1(c2ccccc2)C(c2ccccc2)=C2C(=C(c3ccccc3)[C@@](O)(c3ccccc3)c3ccccc32)c2ccccc21 contain a halide functional group?,1,Does the molecule ClC(Cl)Cl.O[C@@]1(c2ccccc2)C(c2ccccc2)=C2C(=C(c3ccccc3)[C@@](O)(c3ccccc3)c3ccccc32)c2ccccc21 contain any triple bonds?,0
smiles,Count the number of carbon atoms in CCN/C(=N\CCc1ccco1)N1CCCC(C(=O)OCC)C1.,17,Count the number of rings in CCN/C(=N\CCc1ccco1)N1CCCC(C(=O)OCC)C1.,2,Does the molecule CCN/C(=N\CCc1ccco1)N1CCCC(C(=O)OCC)C1 contain a ester functional group?,1,Does the molecule CCN/C(=N\CCc1ccco1)N1CCCC(C(=O)OCC)C1 contain any double bonds?,1
smiles,Count the number of carbon atoms in CC1(O)C=CC(=O)NC1.,6,Count the number of rings in CC1(O)C=CC(=O)NC1.,1,Does the molecule CC1(O)C=CC(=O)NC1 contain a halide functional group?,0,Does the molecule CC1(O)C=CC(=O)NC1 contain any triple bonds?,0
smiles,Count the number of carbon atoms in N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-n1cccc1.,20,Count the number of rings in N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-n1cccc1.,4,Does the molecule N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-n1cccc1 contain a amide functional group?,1,Does the molecule N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-n1cccc1 contain any double bonds?,1
smiles,Count the number of carbon atoms in CCOc1ccc(C(=O)N2CCCO[C@@H](CN3CCOCC3)C2)cc1Cl.,19,Count the number of rings in CCOc1ccc(C(=O)N2CCCO[C@@H](CN3CCOCC3)C2)cc1Cl.,3,Does the molecule CCOc1ccc(C(=O)N2CCCO[C@@H](CN3CCOCC3)C2)cc1Cl contain a nitro functional group?,0,Does the molecule CCOc1ccc(C(=O)N2CCCO[C@@H](CN3CCOCC3)C2)cc1Cl contain any triple bonds?,0
smiles,Count the number of carbon atoms in COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1OC.,25,Count the number of rings in COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1OC.,4,Does the molecule COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1OC contain a amine functional group?,1,Does the molecule COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1OC contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in O=C(NC1Cc2ccccc2C1)N1CCC[C@@H](CCO)CC1.,18,Count the number of rings in O=C(NC1Cc2ccccc2C1)N1CCC[C@@H](CCO)CC1.,3,Does the molecule O=C(NC1Cc2ccccc2C1)N1CCC[C@@H](CCO)CC1 contain a ketone functional group?,0,Does the molecule O=C(NC1Cc2ccccc2C1)N1CCC[C@@H](CCO)CC1 contain any triple bonds?,0
smiles,Count the number of carbon atoms in C[NH2+]CCCC(=O)[O-].,5,Count the number of rings in C[NH2+]CCCC(=O)[O-].,0,Does the molecule C[NH2+]CCCC(=O)[O-] contain a ester functional group?,1,Does the molecule C[NH2+]CCCC(=O)[O-] contain any double bonds?,1
smiles,Count the number of carbon atoms in CCc1c(C)nn(C)c1NC(=O)N1CCCOC(Cn2cccn2)C1.,17,Count the number of rings in CCc1c(C)nn(C)c1NC(=O)N1CCCOC(Cn2cccn2)C1.,3,Does the molecule CCc1c(C)nn(C)c1NC(=O)N1CCCOC(Cn2cccn2)C1 contain a halide functional group?,0,Does the molecule CCc1c(C)nn(C)c1NC(=O)N1CCCOC(Cn2cccn2)C1 contain any triple bonds?,0
smiles,Count the number of carbon atoms in O=C(NCCNc1cc(N2CCCC2)cnn1)c1ccc(=O)oc1.,16,Count the number of rings in O=C(NCCNc1cc(N2CCCC2)cnn1)c1ccc(=O)oc1.,3,Does the molecule O=C(NCCNc1cc(N2CCCC2)cnn1)c1ccc(=O)oc1 contain a amide functional group?,1,Does the molecule O=C(NCCNc1cc(N2CCCC2)cnn1)c1ccc(=O)oc1 contain any double bonds?,1
smiles,Count the number of carbon atoms in Oc1ccc(/C=N/Nc2ccc3ccccc3n2)cc1I.,16,Count the number of rings in Oc1ccc(/C=N/Nc2ccc3ccccc3n2)cc1I.,3,Does the molecule Oc1ccc(/C=N/Nc2ccc3ccccc3n2)cc1I contain a ester functional group?,0,Does the molecule Oc1ccc(/C=N/Nc2ccc3ccccc3n2)cc1I contain any triple bonds?,0
smiles,Count the number of carbon atoms in Cc1cccc([N+](=O)[O-])c1S(=O)(=O)Nc1cccc2c1CCCC2.,17,Count the number of rings in Cc1cccc([N+](=O)[O-])c1S(=O)(=O)Nc1cccc2c1CCCC2.,3,Does the molecule Cc1cccc([N+](=O)[O-])c1S(=O)(=O)Nc1cccc2c1CCCC2 contain a amine functional group?,1,Does the molecule Cc1cccc([N+](=O)[O-])c1S(=O)(=O)Nc1cccc2c1CCCC2 contain any aromatic bonds?,1
smiles,Count the number of carbon atoms in O=C(NCc1ccon1)c1cccc(S(=O)(=O)NCc2ccn[nH]2)c1.,15,Count the number of rings in O=C(NCc1ccon1)c1cccc(S(=O)(=O)NCc2ccn[nH]2)c1.,3,Does the molecule O=C(NCc1ccon1)c1cccc(S(=O)(=O)NCc2ccn[nH]2)c1 contain a alcohol functional group?,0,Does the molecule O=C(NCc1ccon1)c1cccc(S(=O)(=O)NCc2ccn[nH]2)c1 contain any triple bonds?,0
