rep_1,rep_2,question,answer,task
smiles,smiles,"Given C1COC2CNC2=N1 and CN=C1OCC2CC12, determine which has the lower molecular weight.",B,property_comparison
smiles,smiles,Assess the molecular weight of Nc1cc[nH]c1NC=O and N#CC(=C(O)Cc1ccccc1)c1nc2ccccc2[nH]1. Which one is higher?,B,property_comparison
smiles,smiles,"Which molecule demonstrates a lower value for molecular weight, CC#CC(C=O)N(C)C or CSc1ccccc1NC(=O)CCCN1c2cccc3cccc(c23)S1(=O)=O?",A,property_comparison
smiles,smiles,"Which molecule demonstrates a higher value for molecular weight, O=C(Nc1nnn[nH]1)c1oc2ccccc2c(=O)c1NCCCO or Cc1c(C(=O)O)ccc(N2C(=O)OC[C@H]2C)c1F?",A,property_comparison
smiles,smiles,"Which molecule demonstrates a higher value for molecular weight, O=C(Nc1ccc(F)c(F)c1)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1 or CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C=N)CC1?",A,property_comparison
smiles,smiles,"For the property molecular weight, which molecule is higher: CC(C)(C)OC(=O)NC(CC=O)c1ccc(F)cc1 or O=C(OCC1CN(c2ccc(-n3cc(-c4ccccn4)cn3)c(F)c2)C(=O)O1)c1ccccc1?",B,property_comparison
smiles,smiles,Which compound shows a lower molecular weight: COc1cc2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)c(-c3cccs3)nc2cc1OC or CNC(=O)Nc1ccc(NC(C)CCC(C)C)cc1?,B,property_comparison
smiles,smiles,Assess the molecular weight of COc1ccc(C)cc1CN1CCN(CN2C(=O)N[C@@]3(C2=O)[C@H](C)CCC[C@@H]3C)CC1 and C=CC(C)(C)c1c(O)c(CC=C(C)C)c2oc3c(O)c(O)ccc3c(=O)c2c1O. Which one is higher?,A,property_comparison
smiles,smiles,"Which molecule has a lower molecular weight, CC(C)[C@@]1(C)NC(=O)N(CCc2ccc3c(c2)CCO3)C1=O or C[C@@H]1CC(C)(C)C[C@]2(C1)NC(=O)N(CCC#N)C2=O?",B,property_comparison
smiles,smiles,Assess the molecular weight of CCN(CC)C(=O)c1cccc(-c2csc(C(NC(C)=O)c3cccc(OC)c3)n2)c1 and CC/C(C#CC(O)(C1CCCC1)C1(C#N)CC1)=C/C(=O)OC. Which one is higher?,A,property_comparison
smiles,smiles,"Which molecule demonstrates a lower value for molecular weight, CC(C)(C)OC(=O)NC1CN(c2nccnc2C2CN(c3ccc4ccccc4n3)C2)C1 or Cc1c(-c2ccc(Br)cc2)c(=O)oc2ccccc12?",B,property_comparison
smiles,smiles,Which compound shows a higher molecular weight: COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc(-c3ccc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@H](NC(=O)OC)c6ccccc6)[nH]5)ccc4c3)cc2)[nH]1)C1CCOCC1 or CC(CCc1ccccc1)NC(=O)C1(c2cc(-c3cccs3)on2)CC1?,A,property_comparison
smiles,smiles,Compare C#CC(C)C1(O)CC1O and CC#CCC(C)C(N)=O in terms of molecular weight. Which is higher?,A,property_comparison
smiles,smiles,"Given CCOC(=O)C1=C(CN2CCCC2)NC(=O)N[C@H]1c1ccc(C)cc1 and [N-]=[N+]=Nc1ccc2sc3c(c2c1)SCCNC3=O, determine which has the higher molecular weight.",A,property_comparison
smiles,smiles,Assess the molecular weight of Cc1c[nH]c(O)c1C#N and COCCCn1cnc2c(-c3ccccc3)cn(CC(=O)Nc3cc(F)ccc3C)c2c1=O. Which one is lower?,A,property_comparison
smiles,smiles,"Which molecule demonstrates a lower value for molecular weight, C[C@@]12CN3CN4CC1(C3)[C@@](C)(C4)C2N or CCC(C)(C#N)OC=N?",B,property_comparison
smiles,smiles,Compare Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)Nc4cccc(C(=O)O)c4)C(=O)O)cc3)cnc2n1 and Cc1cc(O)ccc1O in terms of molecular weight. Which is lower?,B,property_comparison
smiles,smiles,Identify whether CS(=O)(=O)Nc1cc(C(O)CNC(Cc2ccccc2)c2ccc(Cl)c(Cl)c2)ccc1O or CCc1ccc(OCC(=O)NNC(=S)NC(=O)C2CCCCC2)cc1 has the higher molecular weight.,A,property_comparison
smiles,smiles,"Which molecule demonstrates a lower value for molecular weight, NC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2nccn12 or COc1ccc(NC(=O)c2nnn(CC(=O)Nc3ccc(OC)c(Cl)c3)c2C)cc1?",A,property_comparison
smiles,smiles,"Given CCOc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(OCc4ccc(Cl)cc4Cl)cc3)C2=O)cc(Br)c1OC and Cc1cccc(O[C@H](C)C(=O)NCCOc2ccccc2Cl)c1, determine which has the higher molecular weight.",A,property_comparison
smiles,smiles,Determine whether CC1C2OC1C21NC1C or CCC1(C=O)OC1C=O has the lower value of molecular weight.,A,property_comparison
smiles,smiles,Assess the molecular weight of OCC1OC(n2cnc3c(SCc4ccc(Cl)cc4Cl)ncnc32)C(O)C1O and N#CC12CC(CC1N)O2. Which one is lower?,B,property_comparison
smiles,smiles,Identify whether CCCCC(Nc1nnc(C(C)C)s1)C(=O)O or COc1cc(/C=C2\SC(=S)N=C2O)cc(Cl)c1OCc1ccc([N+](=O)[O-])cc1 has the lower molecular weight.,A,property_comparison
smiles,smiles,"For the property molecular weight, which molecule is higher: CC1OCC(O)C(=N)O1 or COCCNC(=O)[C@H](C)Sc1cc(Br)ccc1OC?",B,property_comparison
smiles,smiles,Determine whether NNC(c1ccc(Cl)s1)c1c(Cl)cccc1Cl or CC(C)(N)C(=O)NCCCN1CCN(c2ccccc2Cl)CC1.Cl.Cl.Cl has the lower value of molecular weight.,A,property_comparison
smiles,smiles,"For the property molecular weight, which molecule is lower: O=S(=O)(c1ccccc1)[C@H]1/C(=N\O)[C@H]2CC[C@H]1C2 or Cc1nc(N2CCC(NC3CCCc4ccccc43)CC2)nc2ccc(F)cc12?",A,property_comparison
smiles,smiles,"Between C1CC1C1OCC12CO2 and COc1cccc([C@H]2CC(=O)C3=C(C2)Nc2nnnn2[C@H]3c2ccc(Cl)cc2)c1, which exhibits a higher molecular weight?",B,property_comparison
smiles,smiles,Determine whether COc1cccc(C(=O)N2CCC3(CC2)C[C@@H](OCc2ccccc2)CCO3)c1 or CCOc1ccc(NC(=S)N2CCCN(Cc3cccc(Cl)c3)C2)cc1 has the lower value of molecular weight.,B,property_comparison
smiles,smiles,Identify whether O=C1Nc2c(Cl)cc(-c3ccc(C(=O)N4CCN(c5ncccn5)CC4)cc3)cc2C2(CCCCC2)N1 or COCC1CCCN(C(=O)/C=C/c2ccccc2)C1 has the lower molecular weight.,B,property_comparison
smiles,smiles,Which compound shows a lower molecular weight: C#CC#CC1(O)CCC1 or CCC1(CC)CCN(S(=O)(=O)c2ccsc2CCl)C1?,A,property_comparison
smiles,smiles,"Which molecule has a higher molecular weight, Cc1cccc(Cn2c(=O)cc(C)c3cccc(C)c32)c1 or CCCc1ccccc1OC(=O)OCC(C)C?",A,property_comparison
smiles,smiles,"For the property molecular weight, which molecule is lower: COc1ccc2c(c1)cc1c(=O)n(CC(=O)NCCCN3CCOCC3)nc(C)n12 or CN(CCOc1ccc(Cl)cc1)CCN1CCNCC1.Cl.Cl?",B,property_comparison
smiles,smiles,Compare CCCCC(=O)N[C@H](O)C(Cl)(Cl)Cl and Cc1ccc(CNC(=O)C(=O)NC[C@H](c2ccc(N(C)C)cc2)N2CCCC2)cc1 in terms of molecular weight. Which is lower?,A,property_comparison
iupac,iupac,Which compound shows a lower molecular weight: CCC1(CC)CCNC2(CCCC(C)(C)CC2)O1 or CCC(O)C1CC(=O)O1?,B,property_comparison
iupac,iupac,Determine whether Cc1nc(-c2cccc(C(=O)NCCN(C)S(C)(=O)=O)c2)ccc1Cl or Cc1cc(C(=O)N2CC3(CC(OCC4CCOCC4)CS3)C2)cc(C)n1 has the higher value of molecular weight.,A,property_comparison
iupac,iupac,"Given CNc1ccccc1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1 and O=C(c1ccc(OCCCN2CC3CCCC3C2)cc1)N1CCSCC1, determine which has the higher molecular weight.",B,property_comparison
iupac,iupac,"Which molecule demonstrates a lower value for molecular weight, CC1CN(CCCSc2ccc(Cl)cc2)CC(C)O1 or O=C1NC(=O)C(O)CO1?",B,property_comparison
iupac,iupac,Determine whether CCCCCCP(CCCCCC)c1cc2ccccc2[cH-]1.CCCCCCP(CCCCCC)c1cc2ccccc2[cH-]1.[Cl-].[Cl-].[Ti+2].[Ti+2].c1ccc(P(c2ccccc2)c2cc3ccccc3[cH-]2)cc1.c1ccc(P(c2ccccc2)c2cc3ccccc3[cH-]2)cc1 or CC(NCCCN(C)C(C)C)c1nccn1C has the higher value of molecular weight.,A,property_comparison
iupac,iupac,"For the property molecular weight, which molecule is higher: C#CCC(N)C(=O)N1C(C)SCC1C(=O)O or CCCCn1c(SCc2cccc(OC)c2)nc2ccccc2c1=O?",B,property_comparison
iupac,iupac,"For the property molecular weight, which molecule is lower: CS(=O)(=O)c1ccc(C(=CC2CCCCCC2)C(=O)Nc2nccs2)cc1 or Cl.N#Cc1cccc(CN2CCN(Cc3cc4cc(-c5cccnc5)ccc4o3)CC2)c1?",A,property_comparison
iupac,iupac,Which compound shows a lower molecular weight: O=C(O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1 or NC(=O)NC(=O)Cc1cccc(NC(=O)CCl)c1?,B,property_comparison
iupac,iupac,"Given CC1(C)CC2OCC=C21 and COc1ccc(-c2nc3n(c2C(=O)Nc2nc(-c4ccc(F)cc4)cs2)CCS3(=O)=O)cc1, determine which has the lower molecular weight.",A,property_comparison
iupac,iupac,Determine whether CC[C@H](O)c1scc(Br)c1Br or Clc1cc(C2CCCNC2)c(Cl)cn1 has the higher value of molecular weight.,A,property_comparison
iupac,iupac,Compare CN1CC1C1CN=CO1 and Nc1nccc(F)n1 in terms of molecular weight. Which is lower?,B,property_comparison
iupac,iupac,"Which molecule demonstrates a lower value for molecular weight, COC(CC(CN)Nc1cc(C)cc(Br)c1)OC or O=C(NCCCN1CCCC1=O)c1ccc2c(=O)n(-c3cccc(Cl)c3)cnc2c1?",A,property_comparison
iupac,iupac,Compare C[C@@H]1[C@@H](N2CCCC2)CCN1C(=O)C[C@@H]1OCCc2ccccc21 and COC(=O)C1=COC2CC1CC1C(C(=O)OC)=COC(OC3OC(CO)C(O)C(O)C3O)C21 in terms of molecular weight. Which is lower?,A,property_comparison
iupac,iupac,Assess the molecular weight of CN(C=O)CC=O and CO[Si](C)(C)NC(C)(C)C. Which one is lower?,A,property_comparison
iupac,iupac,Assess the molecular weight of Cc1cccc(C(C)C)c1Nc1cnnc(N2CCC(C)CC2)n1 and FCCN1CCN(c2cccn3ccnc23)CC1. Which one is higher?,A,property_comparison
iupac,iupac,"For the property molecular weight, which molecule is higher: COC(=O)[C@@H]1C[C@@]1(Cl)OC or CN(CCCO)c1cc(C(F)(F)F)ccc1Cl?",B,property_comparison
iupac,iupac,Identify whether CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC or Cc1ccc(NC(=O)c2ccnc(Cl)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1 has the lower molecular weight.,A,property_comparison
iupac,iupac,Assess the molecular weight of COc1ccccc1CNC(=O)c1c(O)c2cccnc2n(-c2ccccc2)c1=O and CC(C)c1ccc(NC(=O)c2ccc(CN3C(=O)CCC3=O)cc2)cc1. Which one is lower?,B,property_comparison
iupac,iupac,Compare C1=CC2[CH-][N+](=C1)CCCCCCCCCCCCCC1=CN(CC=C1)CCCCCCCCCCCCCC2 and OC12C3C4C1N4C32 in terms of molecular weight. Which is higher?,A,property_comparison
iupac,iupac,Compare Fc1ccc(CN(CCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1 and CC[C@@H](C)c1nc(N2CCN(C(=O)c3cccc(OC)c3)CC2)c2cnn(-c3ccccc3)c2n1 in terms of molecular weight. Which is higher?,B,property_comparison
iupac,iupac,"Given CCCCc1c(O)nc(N2CCN(Cc3ccccc3)CC2)nc1O and O=C(Cc1ccc2ccccc2c1)NNC(=O)c1cnc2ccccc2n1, determine which has the higher molecular weight.",B,property_comparison
iupac,iupac,"Given COCCn1/c(=N/C(=O)c2ccc(Cl)cc2Cl)c(C#N)cc2c(=O)n3cccc(C)c3nc21 and O=C1CC2=CCC3C1C23, determine which has the higher molecular weight.",A,property_comparison
iupac,iupac,"Given CCNc1cc(=N)n(CC)c2n[nH]c(N=Cc3cc(Cl)cc(Cl)c3O)c12 and Cc1nnc(SCC2OC(c3ccc(-c4ccccc4CN4C(=O)c5ccccc5C4=O)cc3)OC(c3ccc(CO)cc3)C2C)s1, determine which has the lower molecular weight.",A,property_comparison
iupac,iupac,Assess the molecular weight of COc1c(OCc2ccccc2)cccc1C1CCCNC1 and CCC[C@H](NC(=O)c1cc(Br)cs1)C(=O)O. Which one is lower?,A,property_comparison
iupac,iupac,"Given CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(/C=C/CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC/C=C\C/C=C\C/C=C\CCCCC and NC(=O)c1cccc(OCCCSc2nc3ccccc3[nH]2)c1, determine which has the lower molecular weight.",B,property_comparison
iupac,iupac,Which compound shows a higher molecular weight: OCC12CCC1OC2 or O=C(c1cnccn1)N1CCC[C@H]1c1nc(CCOCc2ccccc2)no1?,B,property_comparison
iupac,iupac,Compare C1=NCc2[nH]cnc2N1 and CCn1cc(-c2nc(CC(=O)Nc3cc(Cl)ccc3OC)cs2)c2cccnc21 in terms of molecular weight. Which is lower?,A,property_comparison
iupac,iupac,"Between CN(C)CCNC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1 and O=C(N[C@H]1CCN(C(=O)CCc2ccccc2)C1)N[C@@H]1CC[C@@H]1c1ccccc1, which exhibits a lower molecular weight?",A,property_comparison
iupac,iupac,"Which molecule demonstrates a lower value for molecular weight, C.CC(CN(C)C)CN(C)C.CC(CN(C)C)CN(C)C.CCCCN.CCCCN.C[SiH](O[Si](C)(C)C)O[Si](C)(C)C.C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C or CC(NC(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N1CCCC1C(=O)O?",B,property_comparison
iupac,iupac,"Given N=C1CCC(=O)N1 and CN(C)C(CC=Nc1cccc([N+](=O)[O-])c1)=C(C#N)C#N, determine which has the higher molecular weight.",B,property_comparison
iupac,iupac,"Which molecule has a lower molecular weight, CC(C)OC(=O)/C=C\c1cn(-c2ccccc2)nc1-c1cccc([N+](=O)[O-])c1 or C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Oc5ccnc(N6C[C@H](OC)[C@H](OC)C6)c5)cc4F)ncnc3cc2OC)CC1?",A,property_comparison
iupac,iupac,"Given CCc1nnc(NS(=O)(=O)c2cnn(-c3ccccn3)c2)s1 and Cn1c(COc2ccc(C(C)(CCC(=O)O)c3ccc(OCc4ccc5ccccc5n4)cc3)cc2)nc2ccccc21, determine which has the higher molecular weight.",B,property_comparison
iupac,iupac,Assess the molecular weight of CCOc1ccc(S(=O)(=O)NC(=Nc2ccc(OC)cc2)c2ccccc2)cc1 and Cc1noc(C)c1-c1ccc2c(c1)nc(NCCCCNC(=O)[C@@H](O)C(C)C)c1nnc(C)n12. Which one is higher?,B,property_comparison
iupac,iupac,Compare CC1=CCCC(=O)N1 and CCN(C)c1cc(C)c(/N=N/c2nc3ccc(C)cc3s2)cc1Cl in terms of molecular weight. Which is lower?,A,property_comparison
iupac,iupac,"For the property molecular weight, which molecule is higher: CCOC(=O)c1c(-c2ccc(Cl)cc2)csc1NC(=O)CNCc1ccco1.O=C(O)C(=O)O or CC1=C(N)CCNC1=O?",A,property_comparison
iupac,iupac,"For the property molecular weight, which molecule is lower: CC1OCC(C)C(=N)O1 or O=S(=O)(/N=C(\NO)Nc1ccc(Cl)cc1)c1ccc(-c2cccs2)cn1?",A,property_comparison
iupac,iupac,Compare C#CC1OC2CCC=C12 and CC1(C)CNC(=O)c2nc(C3(c4ccc(Cl)cc4)CC3)[nH]c2C1 in terms of molecular weight. Which is higher?,B,property_comparison
iupac,iupac,Identify whether Cc1ccc(CN2CCN(c3ccc(N4CC(Cn5ccnn5)OC4=O)cc3F)CC2)s1 or CCNC(c1ccccc1)c1cc(Br)cc(Br)c1 has the higher molecular weight.,A,property_comparison
iupac,iupac,Assess the molecular weight of COCCNc1nc([C@H]2CCCN(CC(=O)NC3CCCCC3)C2)cc2ccccc12 and CC(C)(C)CCC1(C(=O)c2cc(Cl)c(Cl)cn2)CCNC1. Which one is lower?,B,property_comparison
iupac,iupac,"Which molecule demonstrates a higher value for molecular weight, CC(=O)Nc1ccc(CC(=O)N2CC(N3C(=O)[C@@H]4CC=CC[C@H]4C3=O)C2)cc1 or CCOCOC[C@@H]1CC(F)(F)CN1C(=O)OC(C)(C)C?",A,property_comparison
iupac,iupac,"Between CCCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)Nc3ccc(F)cc3Cl)ccc21 and CN(C)CCCS[C@@H]1Cc2cc(Cl)ccc2Sc2ccccc21, which exhibits a higher molecular weight?",A,property_comparison
iupac,iupac,Compare COC1C2C(O)C(O)C12 and CC(=O)NCC1C(c2ccc(C#CC(C)C)cc2)C(CO)N1Cc1ccccn1 in terms of molecular weight. Which is higher?,B,property_comparison
iupac,iupac,"For the property molecular weight, which molecule is higher: COc1ccc(OC)c2c1CCn1c-2cc(OCc2ccccc2)c/c1=N\CC1CCCO1 or Cn1nc2cc(Br)ccc2c1C(=O)N1CC(N2C(=O)C3CC=CCC3C2=O)C1?",A,property_comparison
iupac,iupac,Which compound shows a lower molecular weight: CC12CC1(O)CNC2=O or CC(=O)OC1CC2(C)C(CCC3C4CCCC4(C)CCC32)CC1O?,A,property_comparison
iupac,iupac,Compare CCCCCCc1ccc2c3c1C(=O)C(=O)C(C)=C3OC=C2C and O=[N+]([O-])c1ccc(Cl)cc1NCc1cc(Cl)ccc1Cl in terms of molecular weight. Which is higher?,B,property_comparison
iupac,iupac,Compare O=C(CCNc1ccc(-c2ccccc2)cc1)c1cccs1 and O=C(Cn1ccc2ccccc21)N1CCN(Cc2nc3ccccc3[nH]2)CC1 in terms of molecular weight. Which is lower?,A,property_comparison
iupac,iupac,Identify whether COc1cccc(CCCNC(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)c1 or C=CC(CCCCC)[C@@](O)(/C=C/P(=O)(c1ccccc1)c1ccccc1)c1ccccc1 has the lower molecular weight.,A,property_comparison
iupac,iupac,Assess the molecular weight of NS(=O)(=O)c1ccc(C(=O)NCC(c2ccccc2)c2ccccc2)o1 and O=C(Nc1ncnc2c1ncn2[C@@H]1O[C@H](COCc2ccccc2C(=O)O)C2O[C@H](/C=C/c3ccccc3)O[C@@H]21)NC1CCCC1. Which one is lower?,A,property_comparison
iupac,iupac,"Which molecule demonstrates a lower value for molecular weight, CC/C=C\c1[nH]c(CN2CCCC23CCN(C(=O)OC(C(F)(F)F)C(F)(F)F)CC3)cc1C or O=CC12CC1(O)CO2?",B,property_comparison
iupac,iupac,"Given C#CC1(C)CC2CC21C and O=CCc1ccccc1, determine which has the lower molecular weight.",B,property_comparison
